Age,Annual Income,Spending Score
30,199577,51
32,37986,52
52,190380,3
18,113986,72
33,169335,3
81,169318,15
38,74515,46
90,162294,11
72,53022,20
18,143144,77
74,157709,86
47,135656,7
44,83132,48
30,53249,87
68,184801,23
59,149396,39
69,102447,89
65,70086,72
61,76128,70
88,149967,74
81,196456,90
22,70150,26
44,105072,23
88,95295,60
67,128956,72
73,119262,60
59,125271,99
30,92566,13
32,178936,100
31,80035,73
42,178241,94
47,100674,37
85,60717,63
22,168991,42
42,33593,76
61,196322,55
74,36826,40
44,42504,4
27,100880,13
42,150202,84
51,124506,54
25,198210,90
34,65473,22
66,22850,49
83,92363,91
72,153799,38
34,37726,48
33,38323,36
59,124921,14
87,103401,33
57,157282,79
25,119538,5
42,174653,63
25,34685,80
73,166579,62
19,116195,59
43,85925,29
21,115102,14
78,190013,67
63,121991,87
21,78417,89
85,37262,86
79,132813,80
62,62921,48
40,125113,46
56,150661,1
50,60473,81
42,85379,21
27,191560,10
19,196060,95
59,123585,46
44,56878,50
85,127096,33
40,192041,50
83,28074,38
36,92887,92
69,142761,5
86,166303,36
48,186704,72
71,108984,33
57,190138,34
70,89373,37
28,141724,27
83,36133,22
84,156911,91
34,72008,21
58,30206,75
64,124129,73
55,156999,36
68,39824,39
40,148703,70
52,130183,98
83,34383,45
68,70914,36
66,171962,53
76,85637,34
74,107984,55
69,135510,80
38,89005,60
89,139033,95
57,76232,93
47,55907,98
89,186921,89
18,100605,45
33,75666,35
70,61947,16
27,145874,15
41,114595,2
60,51126,36
50,159151,3
65,120063,90
42,181359,5
87,109238,6
68,77449,67
27,110460,58
30,47903,87
23,50324,50
44,77902,12
24,96189,58
22,159601,71
90,29295,8
57,180383,27
21,71007,46
90,100307,54
45,125257,69
71,100487,47
44,59113,53
84,183605,69
46,184069,11
80,82796,82
26,21797,96
71,165788,77
75,128818,70
39,29942,65
52,94024,40
73,181908,49
78,85594,17
84,35469,8
26,42709,43
69,121401,70
78,126375,99
62,154165,71
84,116635,58
18,70757,7
82,181696,47
80,71682,26
72,196907,54
74,23613,35
57,45311,58
39,56921,66
70,103631,28
19,122084,36
25,197758,3
56,87304,58
36,42631,36
31,129939,17
81,85423,100
23,32494,68
69,151224,76
51,59785,63
88,39244,48
29,41207,58
75,137428,83
68,116301,97
87,129942,22
90,48566,83
58,86353,9
34,32737,64
79,171376,91
81,86700,27
86,196379,66
27,22205,77
79,180739,81
44,79243,45
47,43932,73
25,146064,79
37,148565,69
86,198190,18
38,146501,96
85,196970,3
21,45105,55
66,26593,10
18,179356,86
46,177899,21
39,108600,78
60,128413,65
74,138838,60
69,64926,98
25,132717,22
21,46599,1
34,87243,93
31,168381,27
47,187847,49
35,119967,71
30,171616,98
49,63871,24
44,172988,81
55,122859,99
49,162667,28
20,79139,17
43,65825,15
19,28268,23
24,67154,81
86,56321,56
75,75781,53
78,120074,68
84,105542,47
54,138240,82
40,183516,99
22,172605,29
18,173614,4
70,132145,82
86,102588,21
20,23370,81
72,89520,12
54,173815,91
61,108829,37
74,146467,77
57,149352,53
33,89616,71
75,63741,69
86,190217,46
59,83689,8
25,46110,64
22,150509,71
90,86142,29
69,167066,90
47,66463,60
21,142033,5
51,47147,64
46,180210,62
73,32672,48
66,103401,63
62,58316,66
53,174633,54
36,109945,87
40,155505,48
81,146165,62
49,28487,23
50,163343,16
67,100594,19
66,89068,26
29,43020,51
88,33649,35
85,60511,78
80,88041,39
35,71435,79
65,106008,13
83,179916,32
50,195746,92
87,99328,11
30,27091,25
39,157172,42
44,159974,19
75,134962,54
31,165408,70
79,71262,11
88,176235,8
65,47682,38
47,163619,20
48,50071,62
41,93945,26
30,110022,68
38,138138,83
56,116906,92
67,148317,92
63,183694,37
90,73294,82
32,38503,9
48,108231,45
84,64258,42
75,168035,87
27,61765,5
66,43242,28
46,179141,73
36,154498,93
50,182015,91
49,77640,18
66,73571,57
55,61253,50
38,64839,90
45,113145,2
23,199168,59
29,28939,39
84,161602,39
34,30892,30
56,119350,1
29,162839,21
89,119882,47
27,109439,46
20,78786,51
41,183487,15
87,155116,8
73,81250,92
67,196553,47
20,119650,30
42,91625,76
23,155356,85
28,155271,17
90,32550,32
76,94996,53
28,80391,95
59,154689,72
58,32969,64
27,109563,51
73,82969,93
59,184613,14
81,66185,41
90,43278,24
84,150813,98
37,148692,9
78,128860,15
81,186378,23
50,95457,45
26,38916,49
81,170260,97
81,134635,95
32,148042,83
60,198779,78
86,130741,93
52,183564,93
45,187268,91
74,186796,80
43,172913,1
88,123663,19
49,67806,46
81,154158,39
59,71741,18
62,53063,52
53,42380,19
58,29815,82
86,96008,74
61,76061,93
51,193825,88
82,47593,63
27,151700,72
52,171508,23
86,176569,32
75,99729,41
29,195193,27
79,170915,70
29,109472,63
41,126673,23
18,102168,50
54,79232,75
85,38006,43
71,20328,26
60,131638,21
53,160179,72
60,78609,15
59,164348,42
48,115053,54
32,113053,27
59,46098,86
81,123853,62
79,78283,39
66,187787,48
30,177421,70
39,102248,77
35,182100,99
77,39712,42
82,21920,81
68,154854,75
65,198757,78
52,192155,3
67,127141,68
73,183346,55
22,79487,78
85,127132,98
31,182918,1
61,154156,43
39,128979,78
70,67687,46
35,109220,46
72,128589,37
21,29300,28
69,115680,71
58,83069,17
53,33125,6
76,187669,34
70,179729,47
75,68720,70
82,23154,74
21,118564,25
24,78425,32
65,71226,80
26,170380,65
74,197092,16
84,147479,37
79,99047,33
34,30862,17
71,153991,97
19,163634,76
73,188584,55
69,176095,47
72,199200,52
51,148185,45
68,24123,85
26,148883,89
36,20534,65
46,32859,15
45,38460,84
78,171733,39
23,187936,33
73,20101,93
43,185780,39
39,56603,71
42,101310,8
55,95344,47
44,37345,17
39,175586,57
61,96810,66
71,97701,27
31,76034,33
38,104243,52
76,59132,39
41,172535,20
77,108307,61
48,112458,55
48,109890,47
86,42202,57
74,41021,77
27,46708,23
28,152010,85
56,174259,40
32,24099,12
43,93598,13
32,74847,29
26,131295,71
54,179683,16
45,102344,52
67,37636,81
43,55653,73
79,109515,84
78,98708,25
33,46692,31
33,116523,1
56,187929,47
36,156110,50
68,113082,93
28,137486,27
69,134896,75
69,79438,45
81,189264,32
36,196881,64
55,142633,92
19,121354,40
75,64541,43
32,84029,45
78,192185,94
67,143930,20
67,168201,44
48,71787,52
36,187668,50
64,162928,8
63,196575,86
37,128374,66
89,113177,15
76,137065,88
31,27515,48
29,96569,39
31,139838,57
71,130366,96
83,86307,3
75,133022,22
48,142634,30
81,137223,67
28,95943,55
26,127827,40
38,47149,71
84,198913,79
83,38507,68
53,30658,49
41,137245,72
48,198044,72
35,190707,9
83,105975,25
51,26805,8
25,24222,82
80,56168,72
83,107882,46
47,132029,55
26,85584,59
34,134892,87
80,67881,79
29,80770,43
38,197828,22
81,179225,67
27,89552,23
28,174651,51
41,83624,41
57,61814,57
28,61346,47
46,66899,99
90,152529,95
79,101741,62
86,175749,81
20,103849,45
79,27386,24
79,100921,40
28,164277,16
30,177638,18
49,39337,72
20,104469,73
70,170964,42
74,109031,24
49,41639,8
58,173644,51
86,43576,81
23,172659,63
86,117516,10
46,194768,90
63,67733,34
35,145212,25
32,126696,9
86,57958,80
82,136040,71
56,167902,65
26,25215,54
58,123614,66
71,34031,61
28,67996,63
56,89534,56
21,136970,19
59,95773,39
73,23355,89
30,68669,40
18,38922,94
72,103866,68
77,169226,80
83,171322,77
58,67243,16
43,108064,16
78,136031,14
88,154634,61
83,72979,53
72,62560,30
71,74314,81
35,123485,86
86,78621,43
90,142186,94
45,49408,19
63,124153,31
56,177754,18
27,185402,16
83,35230,25
27,65877,43
81,167561,54
79,193603,4
85,99548,92
37,74710,89
47,184298,65
19,120235,40
79,46274,67
81,130342,96
80,174799,27
71,33776,91
90,85382,79
51,147793,76
46,71958,28
43,120087,50
70,141137,17
56,90140,82
51,108061,29
49,170516,25
72,76818,15
88,30834,39
47,57900,98
84,23631,100
29,91078,65
75,171337,99
49,69765,95
88,198025,66
67,92831,22
35,105288,69
53,123067,77
71,54499,24
35,105177,9
77,72340,41
74,144559,73
46,86596,70
31,140461,49
20,190934,96
55,73912,94
84,37095,88
21,87700,28
53,79435,23
74,102794,40
82,26591,48
54,113570,94
81,141943,34
78,100710,50
50,52504,33
49,78902,36
82,191379,71
37,100007,83
25,197402,26
59,27013,79
62,53432,73
30,107667,69
32,175533,14
48,25096,31
78,60116,48
26,178406,66
42,109286,37
78,71947,19
40,25196,21
30,81000,22
27,125376,15
20,194737,3
79,101183,93
44,87238,25
78,184136,98
48,161711,23
79,51357,43
55,187976,29
19,45172,59
67,151505,18
26,117118,3
89,36569,20
30,198420,11
29,159853,82
50,155693,80
81,171275,15
65,107148,94
72,59255,92
29,61457,96
70,193902,70
24,170276,37
81,73615,81
87,123469,74
35,44882,6
90,191626,70
45,199200,26
26,199302,36
49,187044,94
50,182878,80
61,151494,38
61,155509,83
18,161596,63
41,180683,53
77,34265,54
60,55136,75
89,148942,7
85,129083,53
56,164406,30
54,114239,17
75,107531,37
66,103972,80
36,182253,76
81,56893,92
37,74895,78
36,50475,27
76,91118,47
68,154900,75
56,176917,26
87,152559,22
80,183996,88
26,44064,35
40,108798,72
89,52534,87
67,130163,46
24,82622,97
51,152663,81
47,179472,51
19,179590,40
30,75754,89
19,61026,91
83,184054,76
79,133717,33
56,103759,89
83,27560,90
68,170243,91
26,199724,37
36,43692,19
73,82150,44
64,196143,44
49,177239,92
85,25633,96
68,145432,87
39,62376,88
45,138670,21
59,130542,69
83,130318,14
37,70093,12
31,94134,70
73,50045,24
79,98854,6
26,123879,37
29,102557,90
39,103007,66
61,187229,89
46,189744,65
80,56638,79
54,88668,73
48,165405,70
45,195316,67
57,112615,3
31,44723,9
69,189922,61
70,95890,5
43,196847,89
24,192090,72
18,171281,41
58,123647,59
57,111248,11
60,51945,92
18,125550,62
52,84116,21
73,96024,25
70,51306,2
39,26660,95
86,52584,60
49,84513,70
55,174092,91
22,51283,65
62,37219,62
55,26766,40
47,173520,72
83,199536,94
22,186699,99
61,196963,93
54,165878,58
74,80683,81
81,98518,80
22,106793,12
89,62790,74
87,20204,91
85,161048,13
19,27179,36
19,108259,32
89,114549,78
29,38415,90
22,58663,99
47,165496,69
65,147552,90
65,68278,78
81,150919,19
57,81446,87
55,186061,8
83,135441,75
52,143599,46
49,64527,92
67,24259,92
62,128779,98
25,113666,41
45,147168,54
37,58622,65
22,44900,20
67,104163,50
46,90855,82
73,144824,1
29,144737,82
50,119074,82
79,150043,54
28,88794,3
19,97023,87
70,151623,77
84,95750,20
63,101642,4
90,99695,88
82,60756,43
74,170885,15
50,123230,49
50,82040,11
39,34676,59
67,152454,56
88,54320,85
64,174276,92
64,44076,44
86,92657,37
55,47901,94
59,112795,67
77,125652,64
88,78378,72
42,22584,82
69,32595,75
83,184965,76
88,197594,37
60,182454,38
43,90928,81
72,155702,9
70,58144,82
62,173584,35
84,47508,38
78,142083,5
22,52436,38
87,69215,34
26,34912,19
69,112604,21
65,62245,94
89,25165,5
81,53894,62
62,151970,91
37,120972,95
30,153909,24
27,81091,40
69,106210,12
39,193413,54
26,73695,25
42,180614,11
90,118810,30
75,130970,42
32,26638,36
21,195440,9
28,31080,74
21,25943,60
55,102501,67
78,83823,82
42,100080,39
28,37215,48
39,151618,32
77,102121,7
61,168806,18
26,164842,1
21,54890,84
82,131714,55
67,53466,40
71,121694,7
32,58373,33
67,89258,87
69,188323,50
65,106672,55
21,169040,56
32,116193,91
34,133486,2
20,132564,26
68,179747,10
75,174758,82
45,170222,31
85,133098,4
41,186948,60
76,67693,60
23,74168,96
67,132670,16
31,56828,17
89,105171,27
57,78388,95
18,123286,44
60,47297,39
86,172196,97
60,75268,61
41,96396,29
77,111222,66
37,29087,57
61,88326,21
71,98099,70
36,62608,31
44,144756,12
67,130584,68
44,137062,9
34,64679,90
80,84232,7
74,192404,32
85,197693,73
81,84477,1
70,36514,21
34,168610,68
53,27971,52
25,57471,70
38,48723,43
55,50783,77
72,66829,75
19,116956,95
62,108048,18
61,154999,81
61,187474,76
22,141199,74
46,35070,24
76,33989,40
70,46226,39
37,69911,52
32,176930,14
83,84393,39
21,23452,93
76,72628,13
61,146043,92
29,192395,73
49,129740,84
38,106437,85
70,61107,53
76,184007,79
33,141693,65
75,46958,72
47,125028,82
90,126699,11
58,144996,29
58,97464,21
36,135051,71
47,190660,58
23,162166,3
20,143215,29
37,21130,77
29,109388,70
65,144713,49
34,109808,18
21,135534,1
77,99790,9
34,58774,41
66,145334,53
47,153678,35
55,29445,15
65,118697,63
61,154733,79
57,140182,60
87,22453,59
76,68285,60
44,192435,15
50,167627,48
59,147923,94
70,185767,12
51,54340,83
70,160668,96
37,78344,79
64,123827,12
72,26739,93
73,141141,28
72,120390,18
83,196264,59
51,187418,2
38,38899,93
69,158698,44
54,97346,45
80,84073,50
60,99196,31
52,175776,52
52,26462,65
27,72634,65
55,91670,96
37,134151,11
63,129029,45
42,138499,66
80,104754,14
73,117114,75
86,125424,20
48,175553,17
58,163808,97
59,196272,44
25,58138,55
41,156506,81
71,148373,41
50,42873,58
41,124497,79
21,155004,99
62,113217,91
45,80036,87
85,27594,34
64,109707,58
69,62022,24
67,93647,28
83,63544,70
64,61636,10
84,82272,86
68,124768,96
39,196771,88
54,40395,38
38,131100,71
55,127744,91
54,133179,58
65,193799,19
68,110443,63
80,157396,92
36,184450,18
81,89054,83
44,79503,79
43,179885,85
66,79860,87
68,144086,16
74,125599,59
47,133351,58
56,152658,47
57,25854,65
39,81853,32
37,199065,27
74,132940,20
61,175612,3
45,51682,9
45,71341,10
73,119515,49
22,111347,28
87,51906,24
87,58243,56
55,146336,88
68,112427,100
43,51444,54
19,125481,72
21,37889,71
40,25947,32
24,113186,19
66,190008,3
27,31729,94
19,125007,87
72,176652,85
32,63507,9
47,50076,53
61,162313,85
84,121137,53
71,198640,48
57,51885,39
76,118544,3
68,61153,65
75,154393,3
42,102612,6
53,25621,32
67,122426,90
61,154706,52
54,98706,39
33,101709,59
56,189599,97
67,193335,81
61,67124,21
84,180514,63
47,150348,64
20,129496,67
44,155067,12
69,196765,44
58,56352,41
80,48557,66
90,199510,8
51,73812,92
45,115036,82
83,139649,28
23,140858,76
52,145711,96
37,100220,1
78,129519,24
71,157444,53
43,23080,32
61,147784,79
38,124786,52
65,61718,87
72,180320,75
57,192225,100
21,56001,48
38,168113,72
39,95722,100
63,171851,36
90,58292,29
79,176212,93
37,154787,42
39,76361,11
32,108177,89
67,57281,28
29,104305,8
51,130211,4
43,179511,11
71,85894,93
52,24536,22
77,92892,97
34,176394,95
52,175430,54
79,20167,74
49,177274,61
33,151472,43
85,121332,34
35,74287,83
52,114769,82
25,42852,6
25,167891,57
44,177245,39
38,128353,96
77,78587,90
20,170181,2
68,171516,58
38,93190,20
53,135891,46
84,124635,32
30,55931,54
58,76232,76
41,196302,47
41,47889,4
26,119716,9
41,105450,73
30,198464,64
42,150812,49
42,149441,58
74,151990,18
90,88824,100
20,36192,12
36,135153,64
27,61283,19
70,110393,75
28,79377,51
88,80695,46
64,42087,15
32,165658,38
68,23195,36
42,165206,60
42,72149,63
74,183288,83
87,171197,90
38,121511,42
65,174240,7
30,181168,44
20,102213,6
88,68920,25
34,165876,1
65,58145,97
62,177622,27
38,107142,4
36,46333,75
88,170410,99
79,59245,85
42,115995,56
24,84119,51
18,176073,5
60,107860,34
81,40334,87
56,65377,83
24,72949,65
26,145557,5
34,21368,62
22,82063,64
54,102634,63
37,129401,47
28,76744,74
63,181807,83
50,32986,36
49,73069,60
22,182989,98
62,167112,37
22,152178,79
29,104245,70
72,122386,37
25,92364,6
59,132106,36
26,189799,11
63,121518,98
69,27630,77
89,196335,84
77,141964,11
83,135850,21
81,87235,43
29,57179,61
79,81923,16
39,139499,26
56,50931,38
43,146669,39
60,34740,21
56,32454,39
88,159396,3
90,185890,100
60,198814,33
73,63286,87
56,153276,39
57,59849,64
87,50007,38
55,123166,55
70,158287,31
51,148730,65
63,104561,40
60,27152,87
81,86401,28
43,54734,38
87,69403,38
22,58421,33
63,30851,50
46,105748,11
67,125617,51
21,36266,79
74,20484,69
58,74360,76
31,93069,99
83,60001,10
74,119337,6
20,120517,51
79,111290,65
51,20513,44
73,193441,62
54,117208,57
50,145901,34
84,110259,23
27,85050,49
48,104511,23
80,31682,9
52,60370,89
69,158270,39
30,65587,65
51,139360,71
61,24408,60
50,111746,48
36,150456,76
52,168710,34
84,181748,39
60,170644,56
36,79681,91
61,101186,20
79,167980,32
41,183916,36
32,163926,44
25,124128,88
74,73784,67
87,173737,26
46,118881,5
82,102299,79
20,174346,83
26,108167,90
58,22007,35
85,51780,63
47,59577,57
78,21068,15
86,155176,43
61,44810,2
80,172624,59
75,194899,49
37,105227,20
52,141057,59
61,68551,31
88,37231,68
80,37722,85
31,50525,29
51,94572,71
49,186065,22
81,94520,23
74,69314,40
23,24378,91
63,48828,3
23,194117,91
90,190087,63
77,157808,36
33,116072,45
85,197227,9
52,127792,61
45,140535,99
40,104603,45
51,115927,64
89,39726,98
79,44446,76
87,90963,12
26,195309,37
72,51151,63
85,69778,21
52,123064,95
77,44057,90
73,141401,6
43,174640,76
77,95361,45
56,183360,11
62,124319,73
76,94649,87
48,85745,54
36,26094,15
31,179665,50
68,168410,30
57,137295,75
33,161229,29
67,170967,28
26,55154,4
63,128913,1
82,135004,61
48,33467,15
74,145004,32
69,145758,94
77,141816,95
83,149042,83
34,25206,43
42,165526,63
51,143089,46
72,142164,94
60,114997,49
48,175411,90
55,83406,46
62,94853,43
84,180172,23
48,66952,58
83,20431,19
66,159620,48
61,84065,72
30,30034,10
30,146883,36
43,31721,73
85,32345,9
71,139525,51
24,124964,55
39,131728,32
72,46755,28
22,54065,78
49,47299,27
88,76522,97
70,177666,41
41,94531,64
87,27888,91
69,50253,52
33,172582,58
89,78986,22
43,41157,71
46,102417,51
58,123443,65
89,49704,97
59,172319,42
88,51082,24
40,159325,45
57,103385,20
77,182205,53
62,193096,69
77,149169,22
35,181096,79
75,195597,26
42,158249,37
48,106875,45
44,59655,86
63,175154,75
62,193150,93
74,119504,47
65,35541,25
24,64761,45
52,36336,63
80,116394,21
29,185438,38
43,147660,33
53,186780,14
41,97526,48
80,112881,91
43,64896,99
74,128055,76
19,104254,75
21,175851,47
66,162407,67
69,35322,93
57,46608,92
30,37141,32
44,131186,35
20,151694,49
83,118241,23
32,138004,99
27,121053,45
20,108059,4
67,128065,95
60,164297,20
29,69181,40
19,182411,76
51,78773,21
87,64116,10
63,110330,96
72,166251,13
53,119788,88
41,58526,14
29,193791,65
47,124410,1
63,119076,78
21,121126,32
85,106279,8
59,107131,93
45,36736,96
29,29510,11
42,77673,46
81,52460,21
67,50725,26
50,180916,34
18,162524,78
89,77965,38
27,177789,88
86,189950,14
51,26612,7
85,167107,45
63,76076,45
67,176467,45
26,109273,25
59,35579,58
53,45252,35
49,142491,96
47,88666,44
82,190846,91
38,68076,26
80,149308,74
53,154709,67
56,38922,51
72,174353,66
33,20355,35
43,118067,28
41,24540,87
51,111152,48
25,94591,95
63,175848,84
60,196751,63
59,144505,98
57,29942,38
61,130682,20
51,197622,92
74,34763,70
54,181039,6
42,127438,78
67,85001,70
44,177202,25
37,167290,56
40,30236,78
33,141224,95
70,154535,97
67,144356,53
50,187499,41
72,70162,1
27,60218,46
62,110632,2
89,98546,58
78,102023,70
77,108695,33
77,191668,78
42,183672,76
90,111388,89
61,63507,34
80,189058,46
59,77784,87
42,45542,17
32,192698,34
33,70888,6
88,124456,98
89,143761,14
40,180554,86
76,89849,57
51,188921,1
29,87765,30
60,141610,94
39,48968,93
65,197091,80
55,95985,30
30,130651,36
87,54598,27
34,136010,36
73,58691,23
90,139544,17
19,105480,47
81,117544,96
27,83700,51
45,132214,53
28,51410,64
74,184890,35
21,184254,40
88,165955,38
34,53044,88
55,122059,6
25,162754,97
19,99373,81
40,145892,89
41,152245,59
76,71885,15
66,159949,59
18,119127,47
46,94753,91
37,37988,33
41,68507,61
77,158435,12
19,173411,89
36,55230,22
22,62132,75
28,86321,87
58,43250,2
69,33642,4
62,81765,50
30,126410,18
51,86760,13
27,129231,59
74,29586,14
77,151333,26
70,199188,72
33,192951,30
63,155217,13
65,28695,62
48,43439,9
41,63185,18
29,195578,28
18,66760,27
58,157457,88
67,21820,14
68,181235,29
46,37051,71
81,194032,36
47,150026,39
62,27726,62
78,135516,52
42,101640,32
26,175253,72
71,124557,12
75,148453,60
40,182466,8
44,160042,56
52,129451,70
42,141616,55
84,51847,100
67,117639,88
39,153457,5
77,27968,94
29,104851,66
44,47633,62
78,39675,58
65,101813,1
60,61319,46
18,149072,13
64,126885,31
47,47269,86
59,86825,84
60,80844,59
36,185635,7
34,75092,98
38,172499,52
88,66400,25
24,42559,77
73,113302,67
74,38764,73
82,182065,1
79,116437,79
81,136409,89
22,77115,29
74,150146,45
35,29835,3
59,74621,57
52,183866,54
19,133544,57
85,192066,21
52,80445,28
46,124249,27
34,55173,86
78,135818,70
64,58805,72
82,47744,97
72,50299,16
46,47138,47
67,81694,80
32,85579,28
67,172842,42
80,108084,6
48,58243,23
79,98861,36
83,55675,40
80,92178,93
83,107576,71
87,98387,79
82,65066,71
54,179884,55
50,31896,9
86,172259,49
25,104415,87
44,104606,69
69,178392,53
47,172572,85
43,185231,99
18,157683,64
33,129144,34
47,88136,43
47,38392,12
57,179869,75
30,64859,50
70,124273,73
28,131797,70
56,187781,50
35,92954,93
55,20759,8
29,133159,23
57,71441,24
53,177914,82
61,79495,14
76,132844,25
50,23476,75
39,133573,42
33,44144,15
27,30729,29
51,50984,80
90,135048,63
20,127639,77
44,144268,45
84,84503,81
75,153540,44
52,164728,26
66,114597,98
70,89933,85
52,127119,19
74,118528,40
77,106575,34
45,153516,35
31,55746,46
30,50503,3
86,186656,91
60,59911,23
54,29211,66
84,40151,93
67,35676,41
45,39272,74
32,49356,33
63,58367,53
37,27605,54
53,121212,50
29,179678,76
42,198701,79
72,107678,49
44,162996,12
62,97798,57
64,20073,76
64,178924,12
53,105336,47
41,190929,8
27,58901,18
45,93664,95
52,147040,68
80,185702,93
70,28984,46
63,37911,40
20,191237,28
54,84348,91
87,61611,53
57,110355,47
46,137625,93
23,84822,63
59,131351,60
48,52147,82
55,196701,48
77,45672,48
84,22021,9
54,142048,79
78,112461,54
69,180033,96
